ICD9編碼,ICD10編碼,ICD9內容,ICD10內容,對應情形
821.1,S72.8x2B,"股骨開放性骨折Fracture of unspecified part of femur, open","左側股骨第I或II型開放性其他骨折之初期照護Other fracture of left femur, initial encounter for open fracture type I or II",10000
821.1,S72.8x2C,"股骨開放性骨折Fracture of unspecified part of femur, open","左側股骨IIIA,IIIB或IIIC型開放性其他骨折之初期照護Other fracture of left femur, initial encounter for open fracture type IIIA, IIIB, or IIIC",10000
821.1,S72.8x9B,"股骨開放性骨折Fracture of unspecified part of femur, open","未明示側性股骨第I或II型開放性其他骨折之初期照護Other fracture of unspecified femur, initial encounter for open fracture type I or II",10000
821.1,S72.8x9C,"股骨開放性骨折Fracture of unspecified part of femur, open","未明示側性股骨IIIA,IIIB或IIIC型開放性其他骨折之初期照護Other fracture of unspecified femur, initial encounter for open fracture type IIIA, IIIB, or IIIC",10000
821.1,S72.90XB,"股骨開放性骨折Fracture of unspecified part of femur, open","未明示側性股骨第I或II型開放性骨折之初期照護Unspecified fracture of unspecified femur, initial encounter for open fracture type I or II",10000
821.1,S72.90XC,"股骨開放性骨折Fracture of unspecified part of femur, open","未明示側性股骨IIIA,IIIB或IIIC型開放性骨折之初期照護Unspecified fracture of unspecified femur, initial encounter for open fracture type IIIA, IIIB, or IIIC",10000
821.1,S72.91xB,"股骨開放性骨折Fracture of unspecified part of femur, open","右側股骨第I或II型開放性骨折之初期照護Unspecified fracture of right femur, initial encounter for open fracture type I or II",10000
821.1,S72.91xC,"股骨開放性骨折Fracture of unspecified part of femur, open","右側股骨IIIA,IIIB或IIIC型開放性骨折之初期照護Unspecified fracture of right femur, initial encounter for open fracture type IIIA, IIIB, or IIIC",10000
821.1,S72.92xB,"股骨開放性骨折Fracture of unspecified part of femur, open","左側股骨第I或II型開放性骨折之初期照護Unspecified fracture of left femur, initial encounter for open fracture type I or II",10000
821.1,S72.92xC,"股骨開放性骨折Fracture of unspecified part of femur, open","左側股骨IIIA,IIIB或IIIC型開放性骨折之初期照護Unspecified fracture of left femur, initial encounter for open fracture type IIIA, IIIB, or IIIC",10000
821.11,S72.301B,"股骨幹開放性骨折Fracture of shaft of femur, open","右側股骨幹第I或第II型開放性骨折之初期照護Unspecified fracture of shaft of right femur, initial encounter for open fracture type I or II",10000
821.11,S72.301C,"股骨幹開放性骨折Fracture of shaft of femur, open","右側股骨幹IIIA,IIIB或IIIC型開放性骨折之初期照護Unspecified fracture of shaft of right femur, initial encounter for open fracture type IIIA, IIIB, or IIIC",10000
821.11,S72.302B,"股骨幹開放性骨折Fracture of shaft of femur, open","左側股骨幹第I或第II型開放性骨折之初期照護Unspecified fracture of shaft of left femur, initial encounter for open fracture type I or II",10000
821.11,S72.302C,"股骨幹開放性骨折Fracture of shaft of femur, open","左側股骨幹IIIA,IIIB或IIIC型開放性骨折之初期照護Unspecified fracture of shaft of left femur, initial encounter for open fracture type IIIA, IIIB, or IIIC",10000
821.11,S72.309B,"股骨幹開放性骨折Fracture of shaft of femur, open","未明示側性股骨幹第I或第II型開放性骨折之初期照護Unspecified fracture of shaft of unspecified femur, initial encounter for open fracture type I or II",10000
821.11,S72.309C,"股骨幹開放性骨折Fracture of shaft of femur, open","未明示側性股骨幹IIIA,IIIB或IIIC型開放性骨折之初期照護Unspecified fracture of shaft of unspecified femur, initial encounter for open fracture type IIIA, IIIB, or IIIC",10000
821.11,S72.321B,"股骨幹開放性骨折Fracture of shaft of femur, open","右側股骨幹第I或II型開放性橫斷移位性骨折之初期照護Displaced transverse fracture of shaft of right femur, initial encounter for open fracture type I or II",10000
821.11,S72.321C,"股骨幹開放性骨折Fracture of shaft of femur, open","右側股骨幹IIIA，IIIB,或IIIC型開放性橫斷移位性骨折之初期照護Displaced transverse fracture of shaft of right femur, initial encounter for open fracture type IIIA, IIIB, or IIIC",10000
821.11,S72.322B,"股骨幹開放性骨折Fracture of shaft of femur, open","左側股骨幹第I或II型開放性橫斷移位性骨折之初期照護Displaced transverse fracture of shaft of left femur, initial encounter for open fracture type I or II",10000
821.11,S72.322C,"股骨幹開放性骨折Fracture of shaft of femur, open","左側股骨幹IIIA，IIIB,或IIIC型開放性橫斷移位性骨折之初期照護Displaced transverse fracture of shaft of left femur, initial encounter for open fracture type IIIA, IIIB, or IIIC",10000
821.11,S72.323B,"股骨幹開放性骨折Fracture of shaft of femur, open","未明示側性股骨幹第I或II型開放性橫斷移位性骨折之初期照護Displaced transverse fracture of shaft of unspecified femur, initial encounter for open fracture type I or II",10000
821.11,S72.323C,"股骨幹開放性骨折Fracture of shaft of femur, open","未明示側性股骨幹IIIA，IIIB,或IIIC型開放性橫斷移位性骨折之初期照護Displaced transverse fracture of shaft of unspecified femur, initial encounter for open fracture type IIIA, IIIB, or IIIC",10000
821.11,S72.324B,"股骨幹開放性骨折Fracture of shaft of femur, open","右側股骨幹第I或II型開放性橫斷非移位性骨折之初期照護Nondisplaced transverse fracture of shaft of right femur, initial encounter for open fracture type I or II",10000
821.11,S72.324C,"股骨幹開放性骨折Fracture of shaft of femur, open","右側股骨幹IIIA，IIIB,或IIIC型開放性橫斷非移位性骨折之初期照護Nondisplaced transverse fracture of shaft of right femur, initial encounter for open fracture type IIIA, IIIB, or IIIC",10000
821.11,S72.325B,"股骨幹開放性骨折Fracture of shaft of femur, open","左側股骨幹第I或II型開放性橫斷非移位性骨折之初期照護Nondisplaced transverse fracture of shaft of left femur, initial encounter for open fracture type I or II",10000
821.11,S72.325C,"股骨幹開放性骨折Fracture of shaft of femur, open","左側股骨幹IIIA，IIIB,或IIIC型開放性橫斷非移位性骨折之初期照護Nondisplaced transverse fracture of shaft of left femur, initial encounter for open fracture type IIIA, IIIB, or IIIC",10000
821.11,S72.326B,"股骨幹開放性骨折Fracture of shaft of femur, open","未明示側性股骨幹第I或II型開放性橫斷非移位性骨折之初期照護Nondisplaced transverse fracture of shaft of unspecified femur, initial encounter for open fracture type I or II",10000
821.11,S72.326C,"股骨幹開放性骨折Fracture of shaft of femur, open","未明示側性股骨幹IIIA，IIIB,或IIIC型開放性橫斷非移位性骨折之初期照護Nondisplaced transverse fracture of shaft of unspecified femur, initial encounter for open fracture type IIIA, IIIB, or IIIC",10000
821.11,S72.331B,"股骨幹開放性骨折Fracture of shaft of femur, open","右側股骨幹第I或第II型開放性斜裂移位性骨折之初期照護Displaced oblique fracture of shaft of right femur, initial encounter for open fracture type I or II",10000
821.11,S72.331C,"股骨幹開放性骨折Fracture of shaft of femur, open","右側股骨幹IIIA,IIIB或IIIC型開放性斜裂移位性骨折之初期照護Displaced oblique fracture of shaft of right femur, initial encounter for open fracture type IIIA, IIIB, or IIIC",10000
821.11,S72.332B,"股骨幹開放性骨折Fracture of shaft of femur, open","左側股骨幹第I或第II型開放性斜裂移位性骨折之初期照護Displaced oblique fracture of shaft of left femur, initial encounter for open fracture type I or II",10000
821.11,S72.332C,"股骨幹開放性骨折Fracture of shaft of femur, open","左側股骨幹IIIA,IIIB或IIIC型開放性斜裂移位性骨折之初期照護Displaced oblique fracture of shaft of left femur, initial encounter for open fracture type IIIA, IIIB, or IIIC",10000
821.11,S72.333B,"股骨幹開放性骨折Fracture of shaft of femur, open","未明示側性股骨幹第I或第II型開放性斜裂移位性骨折之初期照護Displaced oblique fracture of shaft of unspecified femur, initial encounter for open fracture type I or II",10000
821.11,S72.333C,"股骨幹開放性骨折Fracture of shaft of femur, open","未明示側性股骨幹IIIA,IIIB或IIIC型開放性斜裂移位性骨折之初期照護Displaced oblique fracture of shaft of unspecified femur, initial encounter for open fracture type IIIA, IIIB, or IIIC",10000
821.11,S72.334B,"股骨幹開放性骨折Fracture of shaft of femur, open","右側股骨幹第I或第II型開放性斜裂非移位性骨折之初期照護Nondisplaced oblique fracture of shaft of right femur, initial encounter for open fracture type I or II",10000
821.11,S72.334C,"股骨幹開放性骨折Fracture of shaft of femur, open","右側股骨幹IIIA,IIIB或IIIC型開放性斜裂非移位性骨折之初期照護Nondisplaced oblique fracture of shaft of right femur, initial encounter for open fracture type IIIA, IIIB, or IIIC",10000
821.11,S72.335B,"股骨幹開放性骨折Fracture of shaft of femur, open","左側股骨幹第I或第II型開放性斜裂非移位性骨折之初期照護Nondisplaced oblique fracture of shaft of left femur, initial encounter for open fracture type I or II",10000
821.11,S72.335C,"股骨幹開放性骨折Fracture of shaft of femur, open","左側股骨幹IIIA,IIIB或IIIC型開放性斜裂非移位性骨折之初期照護Nondisplaced oblique fracture of shaft of left femur, initial encounter for open fracture type IIIA, IIIB, or IIIC",10000
821.11,S72.336B,"股骨幹開放性骨折Fracture of shaft of femur, open","未明示側性股骨幹第I或第II型開放性斜裂非移位性骨折之初期照護Nondisplaced oblique fracture of shaft of unspecified femur, initial encounter for open fracture type I or II",10000
821.11,S72.336C,"股骨幹開放性骨折Fracture of shaft of femur, open","未明示側性股骨幹IIIA,IIIB或IIIC型開放性斜裂非移位性骨折之初期照護Nondisplaced oblique fracture of shaft of unspecified femur, initial encounter for open fracture type IIIA, IIIB, or IIIC",10000
821.11,S72.341B,"股骨幹開放性骨折Fracture of shaft of femur, open","右側股骨幹第I或II型開放性螺旋狀移位性骨折之初期照護Displaced spiral fracture of shaft of right femur, initial encounter for open fracture type I or II",10000
821.11,S72.341C,"股骨幹開放性骨折Fracture of shaft of femur, open","右側股骨幹IIIA,IIIB或IIIC型開放性螺旋狀移位性骨折之初期照護Displaced spiral fracture of shaft of right femur, initial encounter for open fracture type IIIA, IIIB, or IIIC",10000
821.11,S72.342B,"股骨幹開放性骨折Fracture of shaft of femur, open","左側股骨幹第I或II型開放性螺旋狀移位性骨折之初期照護Displaced spiral fracture of shaft of left femur, initial encounter for open fracture type I or II",10000
821.11,S72.342C,"股骨幹開放性骨折Fracture of shaft of femur, open","左側股骨幹IIIA,IIIB或IIIC型開放性螺旋狀移位性骨折之初期照護Displaced spiral fracture of shaft of left femur, initial encounter for open fracture type IIIA, IIIB, or IIIC",10000
821.11,S72.343B,"股骨幹開放性骨折Fracture of shaft of femur, open","未明示側性股骨幹第I或II型開放性螺旋狀移位性骨折之初期照護Displaced spiral fracture of shaft of unspecified femur, initial encounter for open fracture type I or II",10000
821.11,S72.343C,"股骨幹開放性骨折Fracture of shaft of femur, open","未明示側性股骨幹IIIA,IIIB或IIIC型開放性螺旋狀移位性骨折之初期照護Displaced spiral fracture of shaft of unspecified femur, initial encounter for open fracture type IIIA, IIIB, or IIIC",10000
821.11,S72.344B,"股骨幹開放性骨折Fracture of shaft of femur, open","右側股骨幹第I或II型開放性螺旋狀非移位性骨折之初期照護Nondisplaced spiral fracture of shaft of right femur, initial encounter for open fracture type I or II",10000
821.11,S72.344C,"股骨幹開放性骨折Fracture of shaft of femur, open","右側股骨幹IIIA,IIIB或IIIC型開放性螺旋狀非移位性骨折之初期照護Nondisplaced spiral fracture of shaft of right femur, initial encounter for open fracture type IIIA, IIIB, or IIIC",10000
821.11,S72.345B,"股骨幹開放性骨折Fracture of shaft of femur, open","左側股骨幹第I或II型開放性螺旋狀非移位性骨折之初期照護Nondisplaced spiral fracture of shaft of left femur, initial encounter for open fracture type I or II",10000
821.11,S72.345C,"股骨幹開放性骨折Fracture of shaft of femur, open","左側股骨幹IIIA,IIIB或IIIC型開放性螺旋狀非移位性骨折之初期照護Nondisplaced spiral fracture of shaft of left femur, initial encounter for open fracture type IIIA, IIIB, or IIIC",10000
821.11,S72.346B,"股骨幹開放性骨折Fracture of shaft of femur, open","未明示側性股骨幹第I或II型開放性螺旋狀非移位性骨折之初期照護Nondisplaced spiral fracture of shaft of unspecified femur, initial encounter for open fracture type I or II",10000
821.11,S72.346C,"股骨幹開放性骨折Fracture of shaft of femur, open","未明示側性股骨幹IIIA,IIIB或IIIC型開放性螺旋狀非移位性骨折之初期照護Nondisplaced spiral fracture of shaft of unspecified femur, initial encounter for open fracture type IIIA, IIIB, or IIIC",10000
821.11,S72.351B,"股骨幹開放性骨折Fracture of shaft of femur, open","右側股骨幹 第I或第II型開放性粉碎移位性骨折之初期照護Displaced comminuted fracture of shaft of right femur, initial encounter for open fracture type I or II",10000
821.11,S72.351C,"股骨幹開放性骨折Fracture of shaft of femur, open","右側股骨幹IIIA，IIIB,或IIIC型開放性粉碎移位性骨折之初期照護Displaced comminuted fracture of shaft of right femur, initial encounter for open fracture type IIIA, IIIB, or IIIC",10000
821.11,S72.352B,"股骨幹開放性骨折Fracture of shaft of femur, open","左側股骨幹 第I或第II型開放性粉碎移位性骨折之初期照護Displaced comminuted fracture of shaft of left femur, initial encounter for open fracture type I or II",10000
821.11,S72.352C,"股骨幹開放性骨折Fracture of shaft of femur, open","左側股骨幹IIIA，IIIB,或IIIC型開放性粉碎移位性骨折之初期照護Displaced comminuted fracture of shaft of left femur, initial encounter for open fracture type IIIA, IIIB, or IIIC",10000
821.11,S72.353B,"股骨幹開放性骨折Fracture of shaft of femur, open","未明示側性股骨幹 第I或第II型開放性粉碎移位性骨折之初期照護Displaced comminuted fracture of shaft of unspecified femur, initial encounter for open fracture type I or II",10000
821.11,S72.353C,"股骨幹開放性骨折Fracture of shaft of femur, open","未明示側性股骨幹IIIA，IIIB,或IIIC型開放性粉碎移位性骨折之初期照護Displaced comminuted fracture of shaft of unspecified femur, initial encounter for open fracture type IIIA, IIIB, or IIIC",10000
821.11,S72.354B,"股骨幹開放性骨折Fracture of shaft of femur, open","右側股骨幹 第I或第II型開放性粉碎非移位性骨折之初期照護Nondisplaced comminuted fracture of shaft of right femur, initial encounter for open fracture type I or II",10000
821.11,S72.354C,"股骨幹開放性骨折Fracture of shaft of femur, open","右側股骨幹IIIA，IIIB,或IIIC型開放性粉碎非移位性骨折之初期照護Nondisplaced comminuted fracture of shaft of right femur, initial encounter for open fracture type IIIA, IIIB, or IIIC",10000
821.11,S72.355B,"股骨幹開放性骨折Fracture of shaft of femur, open","左側股骨幹第I或II型開放性非移位粉碎性骨折之初期照護Nondisplaced comminuted fracture of shaft of left femur, initial encounter for open fracture type I or II",10000
821.11,S72.355C,"股骨幹開放性骨折Fracture of shaft of femur, open","左側股骨幹 IIIA，IIIB或IIIC開放性非移位粉碎性骨折之初期照護Nondisplaced comminuted fracture of shaft of left femur, initial encounter for open fracture type IIIA, IIIB, or IIIC",10000
821.11,S72.356B,"股骨幹開放性骨折Fracture of shaft of femur, open","未明示側性股骨幹第 I或 第 II型開放性非移位粉碎性骨折之初期照護Nondisplaced comminuted fracture of shaft of unspecified femur, initial encounter for open fracture type I or II",10000
821.11,S72.356C,"股骨幹開放性骨折Fracture of shaft of femur, open","未明示側性股骨幹 IIIA，IIIB或 IIIC 型開放性非移位粉碎性骨折之初期療照護Nondisplaced comminuted fracture of shaft of unspecified femur, initial encounter for open fracture type IIIA, IIIB, or IIIC",10000
821.11,S72.361B,"股骨幹開放性骨折Fracture of shaft of femur, open","右側股骨幹第 I或 第 II型開放性移位節段性骨折之初期照護Displaced segmental fracture of shaft of right femur, initial encounter for open fracture type I or II",10000
821.11,S72.361C,"股骨幹開放性骨折Fracture of shaft of femur, open","右側股骨幹 IIIA，IIIB 或 IIIC 型 開放性移位節段性骨折之初期照護Displaced segmental fracture of shaft of right femur, initial encounter for open fracture type IIIA, IIIB, or IIIC",10000
821.11,S72.362B,"股骨幹開放性骨折Fracture of shaft of femur, open","左側股骨幹第I或第II型開放性移位節段性骨折之初期照護Displaced segmental fracture of shaft of left femur, initial encounter for open fracture type I or II",10000
821.11,S72.362C,"股骨幹開放性骨折Fracture of shaft of femur, open","右側股骨幹 IIIA，IIIB 或 IIIC 型開放性移位節段性骨折之初期照護Displaced segmental fracture of shaft of left femur, initial encounter for open fracture type IIIA, IIIB, or IIIC",10000
821.11,S72.363B,"股骨幹開放性骨折Fracture of shaft of femur, open","未明示側性股骨幹第 I或 II型開放性移位節段性骨折之初期照護Displaced segmental fracture of shaft of unspecified femur, initial encounter for open fracture type I or II",10000
821.11,S72.363C,"股骨幹開放性骨折Fracture of shaft of femur, open","未明示側性股骨幹IIIA,IIIB或IIIC型開放性移位節段性骨折之初期照護Displaced segmental fracture of shaft of unspecified femur, initial encounter for open fracture type IIIA, IIIB, or IIIC",10000
821.11,S72.364B,"股骨幹開放性骨折Fracture of shaft of femur, open","右側股骨幹第I或第 II型開放性非移位節段性骨折之初期照護Nondisplaced segmental fracture of shaft of right femur, initial encounter for open fracture type I or II",10000
821.11,S72.364C,"股骨幹開放性骨折Fracture of shaft of femur, open","右側股骨幹IIIA，IIIB或 IIIC 型開放性非移位節段性骨折之初期照護Nondisplaced segmental fracture of shaft of right femur, initial encounter for open fracture type IIIA, IIIB, or IIIC",10000
821.11,S72.365B,"股骨幹開放性骨折Fracture of shaft of femur, open","左側股骨幹第I或II型開放性非移位節段性骨折之初期照護Nondisplaced segmental fracture of shaft of left femur, initial encounter for open fracture type I or II",10000
821.11,S72.365C,"股骨幹開放性骨折Fracture of shaft of femur, open","左側股骨幹IIIA,IIIB或IIIC型 開放性非移位節段性骨折之初期照護Nondisplaced segmental fracture of shaft of left femur, initial encounter for open fracture type IIIA, IIIB, or IIIC",10000
821.11,S72.366B,"股骨幹開放性骨折Fracture of shaft of femur, open","未明示側性股骨幹第I或II型開放性非移位節段性骨折之初期照護Nondisplaced segmental fracture of shaft of unspecified femur, initial encounter for open fracture type I or II",10000
821.11,S72.366C,"股骨幹開放性骨折Fracture of shaft of femur, open","未明示側性股骨幹IIIA,IIIB或IIIC型開放性非移位節段性骨折之初期照護Nondisplaced segmental fracture of shaft of unspecified femur, initial encounter for open fracture type IIIA, IIIB, or IIIC",10000
821.11,S72.391B,"股骨幹開放性骨折Fracture of shaft of femur, open","右側股骨幹其他第I或II型開放性骨折之初期照護Other fracture of shaft of right femur, initial encounter for open fracture type I or II",10000
821.11,S72.391C,"股骨幹開放性骨折Fracture of shaft of femur, open","右側股骨幹其他IIIA,IIIB或IIIC型 開放性骨折之初期照護Other fracture of shaft of right femur, initial encounter for open fracture type IIIA, IIIB, or IIIC",10000
821.11,S72.392B,"股骨幹開放性骨折Fracture of shaft of femur, open","左側股骨幹其他第I或II型開放性骨折之初期照護Other fracture of shaft of left femur, initial encounter for open fracture type I or II",10000
821.11,S72.392C,"股骨幹開放性骨折Fracture of shaft of femur, open","左側股骨幹其他IIIA,IIIB或IIIC型開放性骨折之初期照護Other fracture of shaft of left femur, initial encounter for open fracture type IIIA, IIIB, or IIIC",10000
821.11,S72.399B,"股骨幹開放性骨折Fracture of shaft of femur, open","未明示側性股骨幹其他第I或II型開放性骨折之初期照護Other fracture of shaft of unspecified femur, initial encounter for open fracture type I or II",10000
