ICD9編碼,ICD10編碼,ICD9內容,ICD10內容,對應情形
824.1,S82.873B,"內踝開放性骨折Fracture of medial malleolus of ankle, open","未明示側性脛骨Pilon移位第I或II型開放性骨折之初期照護Displaced pilon fracture of unspecified tibia, initial encounter for open fracture type I or II",10000
824.1,S82.873C,"內踝開放性骨折Fracture of medial malleolus of ankle, open","未明示側性脛骨Pilon移位IIIA,IIIB,或IIIC型開放性骨折之初期照護Displaced pilon fracture of unspecified tibia, initial encounter for open fracture type IIIA, IIIB, or IIIC",10000
824.1,S82.874B,"內踝開放性骨折Fracture of medial malleolus of ankle, open","右側脛骨Pilon非移位第I或II型開放性骨折之初期照護Nondisplaced pilon fracture of right tibia, initial encounter for open fracture type I or II",10000
824.1,S82.874C,"內踝開放性骨折Fracture of medial malleolus of ankle, open","右側脛骨Pilon非移位IIIA,IIIB,或IIIC型開放性骨折之初期照護Nondisplaced pilon fracture of right tibia, initial encounter for open fracture type IIIA, IIIB, or IIIC",10000
824.1,S82.875B,"內踝開放性骨折Fracture of medial malleolus of ankle, open","左側脛骨Pilon非移位第I或II型開放性骨折之初期照護Nondisplaced pilon fracture of left tibia, initial encounter for open fracture type I or II",10000
824.1,S82.875C,"內踝開放性骨折Fracture of medial malleolus of ankle, open","左側脛骨Pilon非移位IIIA,IIIB,或IIIC型開放性骨折之初期照護Nondisplaced pilon fracture of left tibia, initial encounter for open fracture type IIIA, IIIB, or IIIC",10000
824.1,S82.876B,"內踝開放性骨折Fracture of medial malleolus of ankle, open","未明示側性脛骨Pilon非移位第I或II型開放性骨折之初期照護Nondisplaced pilon fracture of unspecified tibia, initial encounter for open fracture type I or II",10000
824.1,S82.876C,"內踝開放性骨折Fracture of medial malleolus of ankle, open","未明示側性脛骨Pilon非移位IIIA,IIIB,或IIIC型開放性骨折之初期照護Nondisplaced pilon fracture of unspecified tibia, initial encounter for open fracture type IIIA, IIIB, or IIIC",10000
824.2,S82.61xA,"外踝閉鎖性骨折Fracture of lateral malleolus of ankle, closed","右側腓骨外踝移位閉鎖性骨折之初期照護Displaced fracture of lateral malleolus of right fibula, initial encounter for closed fracture",10000
824.2,S82.62xA,"外踝閉鎖性骨折Fracture of lateral malleolus of ankle, closed","左側腓骨外踝移位閉鎖性骨折之初期照護Displaced fracture of lateral malleolus of left fibula, initial encounter for closed fracture",10000
824.2,S82.63XA,"外踝閉鎖性骨折Fracture of lateral malleolus of ankle, closed","未明示側性腓骨外踝移位閉鎖性骨折之初期照護Displaced fracture of lateral malleolus of unspecified fibula, initial encounter for closed fracture",10000
824.2,S82.64xA,"外踝閉鎖性骨折Fracture of lateral malleolus of ankle, closed","右側腓骨外踝非移位閉鎖性骨折之初期照護Nondisplaced fracture of lateral malleolus of right fibula, initial encounter for closed fracture",10000
824.2,S82.65xA,"外踝閉鎖性骨折Fracture of lateral malleolus of ankle, closed","左側腓骨外踝非移位閉鎖性骨折之初期照護Nondisplaced fracture of lateral malleolus of left fibula, initial encounter for closed fracture",10000
824.2,S82.66XA,"外踝閉鎖性骨折Fracture of lateral malleolus of ankle, closed","未明示側性腓骨外踝非移位閉鎖性骨折之初期照護Nondisplaced fracture of lateral malleolus of unspecified fibula, initial encounter for closed fracture",10000
824.3,S82.61xB,"外踝開放性骨折Fracture of lateral malleolus of ankle, open","右側腓骨外踝移位第I或II型開放性骨折之初期照護Displaced fracture of lateral malleolus of right fibula, initial encounter for open fracture type I or II",10000
824.3,S82.61xC,"外踝開放性骨折Fracture of lateral malleolus of ankle, open","右側腓骨外踝移位IIIA,IIIB,或IIIC型開放性骨折之初期照護Displaced fracture of lateral malleolus of right fibula, initial encounter for open fracture type IIIA, IIIB, or IIIC",10000
824.3,S82.62xB,"外踝開放性骨折Fracture of lateral malleolus of ankle, open","左側腓骨外踝移位第I或II型開放性骨折之初期照護Displaced fracture of lateral malleolus of left fibula, initial encounter for open fracture type I or II",10000
824.3,S82.62xC,"外踝開放性骨折Fracture of lateral malleolus of ankle, open","左側腓骨外踝移位IIIA,IIIB,或IIIC型開放性骨折之初期照護Displaced fracture of lateral malleolus of left fibula, initial encounter for open fracture type IIIA, IIIB, or IIIC",10000
824.3,S82.63XB,"外踝開放性骨折Fracture of lateral malleolus of ankle, open","未明示側性腓骨外踝移位第I或II型開放性骨折之初期照護Displaced fracture of lateral malleolus of unspecified fibula, initial encounter for open fracture type I or II",10000
824.3,S82.63XC,"外踝開放性骨折Fracture of lateral malleolus of ankle, open","未明示側性腓骨外踝移位IIIA,IIIB,或IIIC型開放性骨折之初期照護Displaced fracture of lateral malleolus of unspecified fibula, initial encounter for open fracture type IIIA, IIIB, or IIIC",10000
824.3,S82.64xB,"外踝開放性骨折Fracture of lateral malleolus of ankle, open","右側腓骨外踝非移位第I或II型開放性骨折之初期照護Nondisplaced fracture of lateral malleolus of right fibula, initial encounter for open fracture type I or II",10000
824.3,S82.64xC,"外踝開放性骨折Fracture of lateral malleolus of ankle, open","右側腓骨外踝非移位IIIA,IIIB,或IIIC型開放性骨折之初期照護Nondisplaced fracture of lateral malleolus of right fibula, initial encounter for open fracture type IIIA, IIIB, or IIIC",10000
824.3,S82.65xB,"外踝開放性骨折Fracture of lateral malleolus of ankle, open","左側腓骨外踝非移位第I或II型開放性骨折之初期照護Nondisplaced fracture of lateral malleolus of left fibula, initial encounter for open fracture type I or II",10000
824.3,S82.65xC,"外踝開放性骨折Fracture of lateral malleolus of ankle, open","左側腓骨外踝非移位IIIA,IIIB,或IIIC型開放性骨折之初期照護Nondisplaced fracture of lateral malleolus of left fibula, initial encounter for open fracture type IIIA, IIIB, or IIIC",10000
824.3,S82.66XB,"外踝開放性骨折Fracture of lateral malleolus of ankle, open","未明示側性腓骨外踝非移位第I或II型開放性骨折之初期照護Nondisplaced fracture of lateral malleolus of unspecified fibula, initial encounter for open fracture type I or II",10000
824.3,S82.66XC,"外踝開放性骨折Fracture of lateral malleolus of ankle, open","未明示側性腓骨外踝非移位IIIA,IIIB,或IIIC型開放性骨折之初期照護Nondisplaced fracture of lateral malleolus of unspecified fibula, initial encounter for open fracture type IIIA, IIIB, or IIIC",10000
824.4,S82.841A,"二側踝閉鎖性骨折Fracture of bimalleolar of ankle, closed","右側小腿雙踝移位閉鎖性骨折之初期照護Displaced bimalleolar fracture of right lower leg, initial encounter for closed fracture",10000
824.4,S82.842A,"二側踝閉鎖性骨折Fracture of bimalleolar of ankle, closed","左側小腿雙踝移位閉鎖性骨折之初期照護Displaced bimalleolar fracture of left lower leg, initial encounter for closed fracture",10000
824.4,S82.843A,"二側踝閉鎖性骨折Fracture of bimalleolar of ankle, closed","未明示側性小腿雙踝移位閉鎖性骨折之初期照護Displaced bimalleolar fracture of unspecified lower leg, initial encounter for closed fracture",10000
824.4,S82.844A,"二側踝閉鎖性骨折Fracture of bimalleolar of ankle, closed","右側小腿雙踝非移位閉鎖性骨折之初期照護Nondisplaced bimalleolar fracture of right lower leg, initial encounter for closed fracture",10000
824.4,S82.845A,"二側踝閉鎖性骨折Fracture of bimalleolar of ankle, closed","左側小腿雙踝非移位閉鎖性骨折之初期照護Nondisplaced bimalleolar fracture of left lower leg, initial encounter for closed fracture",10000
824.4,S82.846A,"二側踝閉鎖性骨折Fracture of bimalleolar of ankle, closed","未明示側性小腿雙踝非移位閉鎖性骨折之初期照護Nondisplaced bimalleolar fracture of unspecified lower leg, initial encounter for closed fracture",10000
824.5,S82.841B,"二側踝開放性骨折Fracture of bimalleolar of ankle, open","右側小腿雙踝移位第I或II型開放性骨折之初期照護Displaced bimalleolar fracture of right lower leg, initial encounter for open fracture type I or II",10000
824.5,S82.841C,"二側踝開放性骨折Fracture of bimalleolar of ankle, open","右側小腿雙踝移位IIIA,IIIB,或IIIC型開放性骨折之初期照護Displaced bimalleolar fracture of right lower leg, initial encounter for open fracture type IIIA, IIIB, or IIIC",10000
824.5,S82.842B,"二側踝開放性骨折Fracture of bimalleolar of ankle, open","左側小腿雙踝移位第I或II型開放性骨折之初期照護Displaced bimalleolar fracture of left lower leg, initial encounter for open fracture type I or II",10000
824.5,S82.842C,"二側踝開放性骨折Fracture of bimalleolar of ankle, open","左側小腿雙踝移位IIIA,IIIB,或IIIC型開放性骨折之初期照護Displaced bimalleolar fracture of left lower leg, initial encounter for open fracture type IIIA, IIIB, or IIIC",10000
824.5,S82.843B,"二側踝開放性骨折Fracture of bimalleolar of ankle, open","未明示側性小腿雙踝移位第I或II型開放性骨折之初期照護Displaced bimalleolar fracture of unspecified lower leg, initial encounter for open fracture type I or II",10000
824.5,S82.843C,"二側踝開放性骨折Fracture of bimalleolar of ankle, open","未明示側性小腿雙踝移位IIIA,IIIB,或IIIC型開放性骨折之初期照護Displaced bimalleolar fracture of unspecified lower leg, initial encounter for open fracture type IIIA, IIIB, or IIIC",10000
824.5,S82.844B,"二側踝開放性骨折Fracture of bimalleolar of ankle, open","右側小腿雙踝非移位第I或II型開放性骨折之初期照護Nondisplaced bimalleolar fracture of right lower leg, initial encounter for open fracture type I or II",10000
824.5,S82.844C,"二側踝開放性骨折Fracture of bimalleolar of ankle, open","右側小腿雙踝非移位IIIA,IIIB,或IIIC型開放性骨折之初期照護Nondisplaced bimalleolar fracture of right lower leg, initial encounter for open fracture type IIIA, IIIB, or IIIC",10000
824.5,S82.845B,"二側踝開放性骨折Fracture of bimalleolar of ankle, open","左側小腿雙踝非移位第I或II型開放性骨折之初期照護Nondisplaced bimalleolar fracture of left lower leg, initial encounter for open fracture type I or II",10000
824.5,S82.845C,"二側踝開放性骨折Fracture of bimalleolar of ankle, open","左側小腿雙踝非移位IIIA,IIIB,或IIIC型開放性骨折之初期照護Nondisplaced bimalleolar fracture of left lower leg, initial encounter for open fracture type IIIA, IIIB, or IIIC",10000
824.5,S82.846B,"二側踝開放性骨折Fracture of bimalleolar of ankle, open","未明示側性小腿雙踝非移位第I或II型開放性骨折之初期照護Nondisplaced bimalleolar fracture of unspecified lower leg, initial encounter for open fracture type I or II",10000
824.5,S82.846C,"二側踝開放性骨折Fracture of bimalleolar of ankle, open","未明示側性小腿雙踝非移位IIIA,IIIB,或IIIC型開放性骨折之初期照護Nondisplaced bimalleolar fracture of unspecified lower leg, initial encounter for open fracture type IIIA, IIIB, or IIIC",10000
824.6,S82.851A,"三踝閉鎖性骨折Fracture of trimalleolar of ankle, closed","右側小腿三踝移位閉鎖性骨折之初期照護Displaced trimalleolar fracture of right lower leg, initial encounter for closed fracture",10000
824.6,S82.852A,"三踝閉鎖性骨折Fracture of trimalleolar of ankle, closed","左側小腿三踝移位閉鎖性骨折之初期照護Displaced trimalleolar fracture of left lower leg, initial encounter for closed fracture",10000
824.6,S82.853A,"三踝閉鎖性骨折Fracture of trimalleolar of ankle, closed","未明示側性小腿三踝移位閉鎖性骨折之初期照護Displaced trimalleolar fracture of unspecified lower leg, initial encounter for closed fracture",10000
824.6,S82.854A,"三踝閉鎖性骨折Fracture of trimalleolar of ankle, closed","右側小腿三踝非移位閉鎖性骨折之初期照護Nondisplaced trimalleolar fracture of right lower leg, initial encounter for closed fracture",10000
824.6,S82.855A,"三踝閉鎖性骨折Fracture of trimalleolar of ankle, closed","左側小腿三踝非移位閉鎖性骨折之初期照護Nondisplaced trimalleolar fracture of left lower leg, initial encounter for closed fracture",10000
824.6,S82.856A,"三踝閉鎖性骨折Fracture of trimalleolar of ankle, closed","未明示側性小腿三踝非移位閉鎖性骨折之初期照護Nondisplaced trimalleolar fracture of unspecified lower leg, initial encounter for closed fracture",10000
824.7,S82.851B,"三踝開放性骨折Fracture of trimalleolar of ankle, open","右側小腿三踝移位第I或II型開放性骨折之初期照護Displaced trimalleolar fracture of right lower leg, initial encounter for open fracture type I or II",10000
824.7,S82.851C,"三踝開放性骨折Fracture of trimalleolar of ankle, open","右側小腿三踝移位IIIA,IIIB,或IIIC型開放性骨折之初期照護Displaced trimalleolar fracture of right lower leg, initial encounter for open fracture type IIIA, IIIB, or IIIC",10000
824.7,S82.852B,"三踝開放性骨折Fracture of trimalleolar of ankle, open","左側小腿三踝移位第I或II型開放性骨折之初期照護Displaced trimalleolar fracture of left lower leg, initial encounter for open fracture type I or II",10000
824.7,S82.852C,"三踝開放性骨折Fracture of trimalleolar of ankle, open","左側小腿三踝移位IIIA,IIIB,或IIIC型開放性骨折之初期照護Displaced trimalleolar fracture of left lower leg, initial encounter for open fracture type IIIA, IIIB, or IIIC",10000
824.7,S82.853B,"三踝開放性骨折Fracture of trimalleolar of ankle, open","未明示側性小腿三踝移位第I或II型開放性骨折之初期照護Displaced trimalleolar fracture of unspecified lower leg, initial encounter for open fracture type I or II",10000
824.7,S82.853C,"三踝開放性骨折Fracture of trimalleolar of ankle, open","未明示側性小腿三踝移位IIIA,IIIB,或IIIC型開放性骨折之初期照護Displaced trimalleolar fracture of unspecified lower leg, initial encounter for open fracture type IIIA, IIIB, or IIIC",10000
824.7,S82.854B,"三踝開放性骨折Fracture of trimalleolar of ankle, open","右側小腿三踝非移位第I或II型開放性骨折之初期照護Nondisplaced trimalleolar fracture of right lower leg, initial encounter for open fracture type I or II",10000
824.7,S82.854C,"三踝開放性骨折Fracture of trimalleolar of ankle, open","右側小腿三踝非移位IIIA,IIIB,或IIIC型開放性骨折之初期照護Nondisplaced trimalleolar fracture of right lower leg, initial encounter for open fracture type IIIA, IIIB, or IIIC",10000
824.7,S82.855B,"三踝開放性骨折Fracture of trimalleolar of ankle, open","左側小腿三踝非移位第I或II型開放性骨折之初期照護Nondisplaced trimalleolar fracture of left lower leg, initial encounter for open fracture type I or II",10000
824.7,S82.855C,"三踝開放性骨折Fracture of trimalleolar of ankle, open","左側小腿三踝非移位IIIA,IIIB,或IIIC型開放性骨折之初期照護Nondisplaced trimalleolar fracture of left lower leg, initial encounter for open fracture type IIIA, IIIB, or IIIC",10000
824.7,S82.856B,"三踝開放性骨折Fracture of trimalleolar of ankle, open","未明示側性小腿三踝非移位第I或II型開放性骨折之初期照護Nondisplaced trimalleolar fracture of unspecified lower leg, initial encounter for open fracture type I or II",10000
824.7,S82.856C,"三踝開放性骨折Fracture of trimalleolar of ankle, open","未明示側性小腿三踝非移位IIIA,IIIB,或IIIC型開放性骨折之初期照護Nondisplaced trimalleolar fracture of unspecified lower leg, initial encounter for open fracture type IIIA, IIIB, or IIIC",10000
824.8,S82.301A,"踝閉鎖性骨折Unspecified fracture of ankle, closed","右側脛骨下端閉鎖性骨折之初期照護Unspecified fracture of lower end of right tibia, initial encounter for closed fracture",10000
824.8,S82.302A,"踝閉鎖性骨折Unspecified fracture of ankle, closed","左側脛骨下端閉鎖性骨折之初期照護Unspecified fracture of lower end of left tibia, initial encounter for closed fracture",10000
824.8,S82.309A,"踝閉鎖性骨折Unspecified fracture of ankle, closed","未明示側性脛骨下端閉鎖性骨折之初期照護Unspecified fracture of lower end of unspecified tibia, initial encounter for closed fracture",10000
824.8,S82.391A,"踝閉鎖性骨折Unspecified fracture of ankle, closed","右側脛骨下端其他閉鎖性骨折之初期照護Other fracture of lower end of right tibia, initial encounter for closed fracture",10000
824.8,S82.392A,"踝閉鎖性骨折Unspecified fracture of ankle, closed","左側脛骨下端其他閉鎖性骨折之初期照護Other fracture of lower end of left tibia, initial encounter for closed fracture",10000
824.8,S82.399A,"踝閉鎖性骨折Unspecified fracture of ankle, closed","未明示側性脛骨下端其他閉鎖性骨折之初期照護Other fracture of lower end of unspecified tibia, initial encounter for closed fracture",10000
824.8,S82.891A,"踝閉鎖性骨折Unspecified fracture of ankle, closed","右側小腿其他閉鎖性骨折之初期照護Other fracture of right lower leg, initial encounter for closed fracture",10000
824.8,S82.892A,"踝閉鎖性骨折Unspecified fracture of ankle, closed","左側小腿其他閉鎖性骨折之初期照護Other fracture of left lower leg, initial encounter for closed fracture",10000
824.8,S82.899A,"踝閉鎖性骨折Unspecified fracture of ankle, closed","未明示側性小腿其他閉鎖性骨折之初期照護Other fracture of unspecified lower leg, initial encounter for closed fracture",10000
824.8,S89.101A,"踝閉鎖性骨折Unspecified fracture of ankle, closed","右側脛骨下端生長板閉鎖性骨折之初期照護Unspecified physeal fracture of lower end of right tibia, initial encounter for closed fracture",10000
824.8,S89.102A,"踝閉鎖性骨折Unspecified fracture of ankle, closed","左側脛骨下端生長板閉鎖性骨折之初期照護Unspecified physeal fracture of lower end of left tibia, initial encounter for closed fracture",10000
824.8,S89.109A,"踝閉鎖性骨折Unspecified fracture of ankle, closed","未明示側性脛骨下端生長板閉鎖性骨折之初期照護Unspecified physeal fracture of lower end of unspecified tibia, initial encounter for closed fracture",10000
824.8,S89.111A,"踝閉鎖性骨折Unspecified fracture of ankle, closed","右側脛骨下端Salter-Harris Type I 生長板閉鎖性骨折之初期照護Salter-Harris Type I physeal fracture of lower end of right tibia, initial encounter for closed fracture",10000
824.8,S89.112A,"踝閉鎖性骨折Unspecified fracture of ankle, closed","左側脛骨下端Salter-Harris Type I 生長板閉鎖性骨折之初期照護Salter-Harris Type I physeal fracture of lower end of left tibia, initial encounter for closed fracture",10000
824.8,S89.119A,"踝閉鎖性骨折Unspecified fracture of ankle, closed","未明示側性脛骨下端Salter-Harris Type I 生長板閉鎖性骨折之初期照護Salter-Harris Type I physeal fracture of lower end of unspecified tibia, initial encounter for closed fracture",10000
824.8,S89.121A,"踝閉鎖性骨折Unspecified fracture of ankle, closed","右側脛骨下端Salter-Harris Type II 生長板閉鎖性骨折之初期照護Salter-Harris Type II physeal fracture of lower end of right tibia, initial encounter for closed fracture",10000
824.8,S89.122A,"踝閉鎖性骨折Unspecified fracture of ankle, closed","左側脛骨下端Salter-Harris Type II 生長板閉鎖性骨折之初期照護Salter-Harris Type II physeal fracture of lower end of left tibia, initial encounter for closed fracture",10000
824.8,S89.129A,"踝閉鎖性骨折Unspecified fracture of ankle, closed","未明示側性脛骨下端Salter-Harris Type II 生長板閉鎖性骨折之初期照護Salter-Harris Type II physeal fracture of lower end of unspecified tibia, initial encounter for closed fracture",10000
824.8,S89.131A,"踝閉鎖性骨折Unspecified fracture of ankle, closed","右側脛骨下端Salter-Harris Type III 生長板閉鎖性骨折之初期照護Salter-Harris Type III physeal fracture of lower end of right tibia, initial encounter for closed fracture",10000
824.8,S89.132A,"踝閉鎖性骨折Unspecified fracture of ankle, closed","左側脛骨下端Salter-Harris Type III 生長板閉鎖性骨折之初期照護Salter-Harris Type III physeal fracture of lower end of left tibia, initial encounter for closed fracture",10000
824.8,S89.139A,"踝閉鎖性骨折Unspecified fracture of ankle, closed","未明示側性脛骨下端Salter-Harris Type III 生長板閉鎖性骨折之初期照護Salter-Harris Type III physeal fracture of lower end of unspecified tibia, initial encounter for closed fracture",10000
824.8,S89.141A,"踝閉鎖性骨折Unspecified fracture of ankle, closed","右側脛骨下端Salter-Harris Type IV 生長板閉鎖性骨折之初期照護Salter-Harris Type IV physeal fracture of lower end of right tibia, initial encounter for closed fracture",10000
824.8,S89.142A,"踝閉鎖性骨折Unspecified fracture of ankle, closed","左側脛骨下端Salter-Harris Type IV 生長板閉鎖性骨折之初期照護Salter-Harris Type IV physeal fracture of lower end of left tibia, initial encounter for closed fracture",10000
824.8,S89.149A,"踝閉鎖性骨折Unspecified fracture of ankle, closed","未明示側性脛骨下端Salter-Harris Type IV 生長板閉鎖性骨折之初期照護Salter-Harris Type IV physeal fracture of lower end of unspecified tibia, initial encounter for closed fracture",10000
824.8,S89.191A,"踝閉鎖性骨折Unspecified fracture of ankle, closed","右側脛骨下端其他生長板閉鎖性骨折之初期照護Other physeal fracture of lower end of right tibia, initial encounter for closed fracture",10000
824.8,S89.192A,"踝閉鎖性骨折Unspecified fracture of ankle, closed","左側脛骨下端其他生長板閉鎖性骨折之初期照護Other physeal fracture of lower end of left tibia, initial encounter for closed fracture",10000
824.8,S89.199A,"踝閉鎖性骨折Unspecified fracture of ankle, closed","未明示側性脛骨下端其他生長板閉鎖性骨折之初期照護Other physeal fracture of lower end of unspecified tibia, initial encounter for closed fracture",10000
824.8,S89.301A,"踝閉鎖性骨折Unspecified fracture of ankle, closed","右側腓骨下端生長板閉鎖性骨折之初期照護Unspecified physeal fracture of lower end of right fibula, initial encounter for closed fracture",10000
824.8,S89.302A,"踝閉鎖性骨折Unspecified fracture of ankle, closed","左側腓骨下端生長板閉鎖性骨折之初期照護Unspecified physeal fracture of lower end of left fibula, initial encounter for closed fracture",10000
824.8,S89.309A,"踝閉鎖性骨折Unspecified fracture of ankle, closed","未明示側性腓骨下端生長板閉鎖性骨折之初期照護Unspecified physeal fracture of lower end of unspecified fibula, initial encounter for closed fracture",10000
824.8,S89.311A,"踝閉鎖性骨折Unspecified fracture of ankle, closed","右側腓骨下端Salter-Harris Type I 生長板閉鎖性骨折之初期照護Salter-Harris Type I physeal fracture of lower end of right fibula, initial encounter for closed fracture",10000
824.8,S89.312A,"踝閉鎖性骨折Unspecified fracture of ankle, closed","左側腓骨下端Salter-Harris Type I 生長板閉鎖性骨折之初期照護Salter-Harris Type I physeal fracture of lower end of left fibula, initial encounter for closed fracture",10000
824.8,S89.319A,"踝閉鎖性骨折Unspecified fracture of ankle, closed","未明示側性腓骨下端Salter-Harris Type I 生長板閉鎖性骨折之初期照護Salter-Harris Type I physeal fracture of lower end of unspecified fibula, initial encounter for closed fracture",10000
824.8,S89.321A,"踝閉鎖性骨折Unspecified fracture of ankle, closed","右側腓骨下端Salter-Harris Type II 生長板閉鎖性骨折之初期照護Salter-Harris Type II physeal fracture of lower end of right fibula, initial encounter for closed fracture",10000
